106, 241 
93, 252 
141, 241 
148, 221 
139, 208 
133, 201 
126, 186 
176, 141 
206, 159 
210, 177 
210, 197 
210, 204 
193, 218 
197, 245 
199, 255 
136, 257 
89, 256 
223, 259 
219, 238 
337, 231 
352, 226 
363, 196 
305, 156 
306, 142 
317, 40 
173, 38 
156, 38 
154, 56 
176, 51 
26, 40 
40, 58 
39, 87 
44, 153 
42, 180 
