104, 256 
114, 243 
235, 260 
233, 242 
141, 260 
207, 257 
204, 248 
157, 252 
155, 217 
150, 204 
142, 202 
138, 190 
145, 155 
175, 138 
185, 141 
214, 154 
215, 171 
216, 195 
210, 211 
246, 134 
259, 101 
296, 108 
289, 143 
298, 184 
327, 139 
322, 163 
345, 237 
367, 233 
321, 42 
174, 35 
160, 36 
166, 53 
177, 48 
25, 34 
42, 52 
45, 98 
